2026-02-24 14:08:18 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:08:41 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:14:15 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:14:37 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:14:37 | WARNING  | rexus.agents.AuditAgent-inventario | No se pudo registrar tarea en Pixel Agents: 'PixelAgentsBridge' object has no attribute 'start_task'
2026-02-24 14:14:37 | INFO     | rexus.agents.AuditAgent-inventario | Iniciando auditoría de inventario
2026-02-24 14:14:37 | INFO     | rexus.agents.AuditAgent-inventario | Auditar inventario: success
2026-02-24 14:18:35 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-obras
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-inventario
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-herrajes
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-vidrios
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-logistica
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-pedidos
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-compras
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-administracion
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-mantenimiento
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-auditoria
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-usuarios
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-configuracion
2026-02-24 14:18:36 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-notificaciones
2026-02-24 14:18:49 | INFO     | rexus           | Sistema de logging Rexus inicializado
2026-02-24 14:18:49 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-obras
2026-02-24 14:18:49 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-inventario
2026-02-24 14:18:49 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-herrajes
2026-02-24 14:18:49 | INFO     | rexus.orchestrator.RexusMainOrchestrator | Agente registrado: audit-vidrios
